1.33	0.06	0.003
2.72	0.08	0.004
9.67	0.15	0.007
13.98	0.25	0.009
14.33	0.3	0.014
14.67	0.4	0.02
14.88	0.52	0.04
15.02	0.6	0.03
15.16	0.72	0.05
15.28	0.8	0.03
15.49	1	0.06
15.69	1.2	0.06
15.85	1.4	0.07
16.06	1.6	0.07
16.24	1.8	0.07
16.43	2	0.08
16.57	2.2	0.12
16.77	2.4	0.12
16.9	2.6	0.13
17.09	2.8	0.13
17.31	3	0.13
17.48	3.2	0.14
17.67	3.4	0.14
17.82	3.6	0.15
18	3.8	0.15
18.21	4	0.16
